Title,Original Title,Original Language,TMDB ID,IMDB ID,Runtime,Genre(s),Release Date,Revenue,Budget,Status,Tagline,Overview,Production Companies,Production Countries,Spoken Language(s),Collection Title,Collection Name,Collection Release Date,Is Video,Is Adult
Snatch,Snatch,en,107,tt0208092,103,"[""Crime"",""Comedy""]",2000-09-01,83600000,10000000,Released,Stealin' stones and breakin' bones.,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","[{""name"":""SKA Films"",""originCountry"":""GB""},{""name"":""Columbia Pictures"",""originCountry"":""US""},{""name"":""Screen Gems"",""originCountry"":""US""}]","[{""name"":""United Kingdom"",""iso31661"":""GB""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""},{""name"":""Pусский"",""iso31661"":""ru""}]",,,,false,false
Space Jam,Space Jam,en,2300,tt0117705,88,"[""Family"",""Animation"",""Comedy"",""Science Fiction"",""Adventure"",""Fantasy""]",1996-11-15,250200000,80000000,Released,Get ready to jam.,"Due to the lack of visitors to one of the satellite amusement parks; Its owner decides to attract them in a certain way, which is to agree with the famous Looney Tunes cartoon characters to work with him. Indeed, he agrees with Bugs the rabbit to participate in a basketball match, but the matter turns into a dilemma when some alien villains resort to kidnapping the talent of the team’s players, and they are able to form a team that is difficult to defeat.. Bugs finds no other way but to kidnap the player Michael Jordan to play on his team against... These villains.","[{""name"":""Warner Bros. Family Entertainment"",""originCountry"":""US""},{""name"":""Ivan Reitman Productions"",""originCountry"":""""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Space Jam Collection,Space Jam Collection,,false,false
Spawn,Spawn,en,10336,tt0120177,96,"[""Action"",""Adventure"",""Fantasy"",""Horror"",""Science Fiction"",""Thriller""]",1997-07-31,87840042,40000000,Released,Born in darkness. Sworn to justice.,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.","[{""name"":""New Line Cinema"",""originCountry"":""US""},{""name"":""Pull Down Your Pants Pictures"",""originCountry"":""""},{""name"":""Todd McFarlane Entertainment"",""originCountry"":""""},{""name"":""Juno Pix"",""originCountry"":""""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Spectre,Spectre,en,206647,tt2379713,148,"[""Action"",""Adventure"",""Thriller""]",2015-10-26,880674609,245000000,Released,,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","[{""name"":""Metro-Goldwyn-Mayer"",""originCountry"":""US""},{""name"":""Columbia Pictures"",""originCountry"":""US""},{""name"":""EON Productions"",""originCountry"":""GB""},{""name"":""Danjaq"",""originCountry"":""US""},{""name"":""B24"",""originCountry"":""GB""}]","[{""name"":""United Kingdom"",""iso31661"":""GB""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""Français"",""iso31661"":""fr""},{""name"":""English"",""iso31661"":""en""},{""name"":""Español"",""iso31661"":""es""},{""name"":""Italiano"",""iso31661"":""it""},{""name"":""Deutsch"",""iso31661"":""de""}]",James Bond Collection,James Bond Collection,,false,false
Speed,Speed,en,1637,tt0111257,116,"[""Action"",""Adventure"",""Crime""]",1994-06-09,350448145,30000000,Released,Get ready for rush hour.,"Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...","[{""name"":""20th Century Fox"",""originCountry"":""US""},{""name"":""The Mark Gordon Company"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Speed Collection,Speed Collection,,false,false
Spider-Man: Homecoming,Spider-Man: Homecoming,en,315635,tt2250912,133,"[""Action"",""Adventure"",""Science Fiction"",""Drama""]",2017-07-05,880166924,175000000,Released,Homework can wait. The city can't.,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","[{""name"":""Marvel Studios"",""originCountry"":""US""},{""name"":""Pascal Pictures"",""originCountry"":""US""},{""name"":""LStar Capital"",""originCountry"":""US""},{""name"":""Columbia Pictures"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Spider-Man (MCU) Collection,Spider-Man (MCU) Collection,,false,false
Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,en,1893,tt0120915,136,"[""Adventure"",""Action"",""Science Fiction""]",1999-05-19,924317558,115000000,Released,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.","[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,en,1894,tt0121765,142,"[""Adventure"",""Action"",""Science Fiction""]",2002-05-15,649398328,120000000,Released,A Jedi shall not know anger. Nor hatred. Nor love.,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.","[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,en,1895,tt0121766,140,"[""Adventure"",""Action"",""Science Fiction""]",2005-05-17,850000000,113000000,Released,The saga is complete.,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,"[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Star Wars,Star Wars,en,11,tt0076759,121,"[""Adventure"",""Action"",""Science Fiction""]",1977-05-25,775398007,11000000,Released,"A long time ago in a galaxy far, far away...",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""},{""name"":""20th Century Fox"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
The Empire Strikes Back,The Empire Strikes Back,en,1891,tt0080684,124,"[""Adventure"",""Action"",""Science Fiction""]",1980-05-20,538400000,18000000,Released,The Star Wars saga continues.,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Return of the Jedi,Return of the Jedi,en,1892,tt0086190,132,"[""Adventure"",""Action"",""Science Fiction""]",1983-05-25,572700000,32350000,Released,"Return to a galaxy far, far away.","Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.","[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Star Wars: The Force Awakens,Star Wars: The Force Awakens,en,140607,tt2488496,136,"[""Adventure"",""Action"",""Science Fiction""]",2015-12-15,2068223624,245000000,Released,Every generation has a story.,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","[{""name"":""Lucasfilm Ltd."",""originCountry"":""US""},{""name"":""Bad Robot"",""originCountry"":""US""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Star Wars Collection,Star Wars Collection,,false,false
Stargate,Stargate,en,2164,tt0111282,116,"[""Action"",""Adventure"",""Science Fiction""]",1994-10-28,196567262,55000000,Released,It will take you a million light years from home. But will it bring you back?,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","[{""name"":""Centropolis Entertainment"",""originCountry"":""US""},{""name"":""Carolco Pictures"",""originCountry"":""US""},{""name"":""Le Studio Canal+"",""originCountry"":""FR""},{""name"":""Metro-Goldwyn-Mayer"",""originCountry"":""US""},{""name"":""Live Entertainment"",""originCountry"":""US""}]","[{""name"":""France"",""iso31661"":""FR""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""},{""name"":""Norsk"",""iso31661"":""no""},{""name"":""svenska"",""iso31661"":""sv""}]",,,,false,false
Starship Troopers,Starship Troopers,en,563,tt0120201,129,"[""Adventure"",""Action"",""Thriller"",""Science Fiction""]",1997-11-07,121214377,105000000,Released,A new kind of enemy. A new kind of war.,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","[{""name"":""TriStar Pictures"",""originCountry"":""US""},{""name"":""Touchstone Pictures"",""originCountry"":""US""},{""name"":""Jon Davison Productions"",""originCountry"":""""},{""name"":""Big Bug Pictures"",""originCountry"":""""}]","[{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",Starship Troopers Collection,Starship Troopers Collection,,false,false
Strip Nude for Your Killer,Nude per l'assassino,it,11226,tt0073470,98,"[""Horror"",""Thriller""]",1975-08-24,0,0,Released,Welcome to the Slashwalk!,"After a fashion model dies during a botched abortion, the doctor stages her death to exonerate himself but is murdered by a mysterious assailant who soon begins hunting down her agency colleagues.","[{""name"":""Fral Spa"",""originCountry"":""""}]","[{""name"":""Italy"",""iso31661"":""IT""}]","[{""name"":""Italiano"",""iso31661"":""it""}]",,,,false,false
Super Mario Bros.,Super Mario Bros.,en,9607,tt0108255,104,"[""Adventure"",""Fantasy"",""Comedy"",""Family""]",1993-05-28,20915465,48000000,Released,This ain't no game.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.","[{""name"":""Hollywood Pictures"",""originCountry"":""US""},{""name"":""Cinergi Pictures"",""originCountry"":""US""},{""name"":""Allied Filmmakers"",""originCountry"":""GB""},{""name"":""Lightmotive"",""originCountry"":""GB""}]","[{""name"":""United Kingdom"",""iso31661"":""GB""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",,,,false,false
Terminator 2: Judgment Day,Terminator 2: Judgment Day,en,280,tt0103064,137,"[""Action"",""Thriller"",""Science Fiction""]",1991-07-03,520000000,102000000,Released,It's nothing personal.,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","[{""name"":""Carolco Pictures"",""originCountry"":""US""},{""name"":""Pacific Western"",""originCountry"":""US""},{""name"":""Lightstorm Entertainment"",""originCountry"":""US""},{""name"":""Le Studio Canal+"",""originCountry"":""FR""},{""name"":""TriStar Pictures"",""originCountry"":""US""}]","[{""name"":""France"",""iso31661"":""FR""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""},{""name"":""Español"",""iso31661"":""es""}]",The Terminator Collection,The Terminator Collection,,false,false
Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,en,296,tt0181852,109,"[""Action"",""Thriller"",""Science Fiction""]",2003-07-02,435000000,200000000,Released,The Machines Will Rise.,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.","[{""name"":""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"",""originCountry"":""DE""},{""name"":""C2 Pictures"",""originCountry"":""US""},{""name"":""Mostow/Lieberman Productions"",""originCountry"":""US""},{""name"":""Intermedia"",""originCountry"":""GB""},{""name"":""Senator International"",""originCountry"":""US""},{""name"":""Valhalla Motion Pictures"",""originCountry"":""US""}]","[{""name"":""Germany"",""iso31661"":""DE""},{""name"":""United Kingdom"",""iso31661"":""GB""},{""name"":""United States of America"",""iso31661"":""US""}]","[{""name"":""English"",""iso31661"":""en""}]",The Terminator Collection,The Terminator Collection,,false,false
